Well,Target,Clone,Isotype,Plate,pct_pop,Type,Line,Passage,Day,File Name,preadjusted value,Comments
D6,1,NA,NA,3,0.75,SkMO,3,13,15,NA,,
D6,1,NA,NA,3,1.22,SkMO,3,15,20,NA,,
D6,1,NA,NA,3,0.022,SkMO,3,16,20,NA,,
D6,1,NA,NA,3,0.25,Myo,1,High,0,NA,,
D6,1,NA,NA,3,0.19,Myo,8,High,0,NA,,
D6,1,NA,NA,3,0.22,Myo,8,Low,0,NA,,
D6,1,NA,NA,3,0.15,Myo,1,Low,0,NA,,
D6,1,NA,NA,3,7.91,SkMO,1,,10,NA,,
D6,1,NA,NA,3,0.83,SkMO,8,,10,NA,,
A2,2,NA,NA,1,0.55,SkMO,3,13,15,NA,,
A2,2,NA,NA,1,1.41,SkMO,3,15,20,NA,,
A2,2,NA,NA,1,0.19,SkMO,3,16,20,NA,,
A2,2,NA,NA,1,0.14,Myo,1,High,0,NA,,
A2,2,NA,NA,1,0.31,Myo,8,High,0,NA,,
A2,2,NA,NA,1,0.042,Myo,8,Low,0,NA,,
A2,2,NA,NA,1,0.11,Myo,1,Low,0,NA,,
A2,2,NA,NA,1,0.13,SkMO,1,,10,NA,,
A2,2,NA,NA,1,0.032,SkMO,8,,10,NA,,
A11,3,NA,NA,1,1.29,SkMO,3,13,15,NA,,
A11,3,NA,NA,1,2.33,SkMO,3,15,20,NA,,
A11,3,NA,NA,1,0.2,SkMO,3,16,20,NA,,
A11,3,NA,NA,1,0.63,Myo,1,High,0,NA,,
A11,3,NA,NA,1,0.44,Myo,8,High,0,NA,,
A11,3,NA,NA,1,0.39,Myo,8,Low,0,NA,,
A11,3,NA,NA,1,0.42,Myo,1,Low,0,NA,,
A11,3,NA,NA,1,1.14,SkMO,1,,10,NA,,
A11,3,NA,NA,1,90.5,SkMO,8,,10,NA,,
A1,4,NA,NA,2,0.76,SkMO,3,13,15,NA,,
A1,4,NA,NA,3,0.73,SkMO,3,13,15,NA,,
A1,4,NA,NA,4,0.65,SkMO,3,13,15,NA,,
A1,4,NA,NA,1,0.58,SkMO,3,13,15,NA,,
A1,4,NA,NA,1,1.07,SkMO,3,15,20,NA,,
A1,4,NA,NA,2,1.43,SkMO,3,15,20,NA,,
A1,4,NA,NA,3,1.45,SkMO,3,15,20,NA,,
A1,4,NA,NA,4,0.12,SkMO,3,15,20,NA,,
A1,4,NA,NA,1,0.099,SkMO,3,16,20,NA,,
A1,4,NA,NA,2,0.1,SkMO,3,16,20,NA,,
A1,4,NA,NA,3,0.076,SkMO,3,16,20,NA,,
A1,4,NA,NA,4,0,SkMO,3,16,20,NA,,
A1,4,NA,NA,1,0.31,Myo,1,High,0,NA,,
A1,4,NA,NA,2,0.079,Myo,1,High,0,NA,,
A1,4,NA,NA,3,0.079,Myo,1,High,0,NA,,
A1,4,NA,NA,4,0.25,Myo,1,High,0,NA,,
A1,4,NA,NA,1,0.12,Myo,8,High,0,NA,,
A1,4,NA,NA,2,0.1,Myo,8,High,0,NA,,
A1,4,NA,NA,3,0.032,Myo,8,High,0,NA,,
A1,4,NA,NA,4,2.69,Myo,8,High,0,NA,,
A1,4,NA,NA,1,0.052,Myo,8,Low,0,NA,,
A1,4,NA,NA,2,0,Myo,8,Low,0,NA,,
A1,4,NA,NA,3,0.11,Myo,8,Low,0,NA,,
A1,4,NA,NA,4,0.011,Myo,8,Low,0,NA,,
A1,4,NA,NA,1,0.031,Myo,1,Low,0,NA,,
A1,4,NA,NA,2,0.011,Myo,1,Low,0,NA,,
A1,4,NA,NA,3,0.031,Myo,1,Low,0,NA,,
A1,4,NA,NA,4,0.033,Myo,1,Low,0,NA,,
A1,4,NA,NA,1,0.11,SkMO,1,,10,NA,,
A1,4,NA,NA,2,0.18,SkMO,1,,10,NA,,
A1,4,NA,NA,3,2.28,SkMO,1,,10,NA,,
A1,4,NA,NA,4,8.79,SkMO,1,,10,NA,,
A1,4,NA,NA,1,0,SkMO,8,,10,NA,,
A1,4,NA,NA,2,1.5,SkMO,8,,10,NA,,
A1,4,NA,NA,3,0.086,SkMO,8,,10,NA,,
A1,4,NA,NA,4,2.66,SkMO,8,,10,NA,,
A10,5,NA,NA,4,4.27,SkMO,3,13,15,NA,,
A10,5,NA,NA,4,0.79,SkMO,3,15,20,NA,,
A10,5,NA,NA,4,1.33,SkMO,3,16,20,NA,,
A10,5,NA,NA,4,0.23,Myo,1,High,0,NA,,
A10,5,NA,NA,4,0.55,Myo,8,High,0,NA,,
A10,5,NA,NA,4,0.18,Myo,8,Low,0,NA,,
A10,5,NA,NA,4,0.26,Myo,1,Low,0,NA,,
A10,5,NA,NA,4,1.72,SkMO,1,,10,NA,,
A10,5,NA,NA,4,1.18,SkMO,8,,10,NA,,
A12,6,NA,NA,1,23.9,SkMO,3,13,15,NA,,
A12,6,NA,NA,1,1.9,SkMO,3,15,20,NA,,
A12,6,NA,NA,1,0.18,SkMO,3,16,20,NA,,
A12,6,NA,NA,1,1.36,Myo,1,High,0,NA,,
A12,6,NA,NA,1,1.12,Myo,8,High,0,NA,,
A12,6,NA,NA,1,0.79,Myo,8,Low,0,NA,,
A12,6,NA,NA,1,0.93,Myo,1,Low,0,NA,,
A12,6,NA,NA,1,3.81,SkMO,1,,10,NA,,
A12,6,NA,NA,1,10.2,SkMO,8,,10,NA,,
D9,7,NA,NA,3,1,SkMO,3,13,15,NA,,
D9,7,NA,NA,3,1.58,SkMO,3,15,20,NA,,
D9,7,NA,NA,3,0.043,SkMO,3,16,20,NA,,
D9,7,NA,NA,3,2.91,Myo,1,High,0,NA,,
D9,7,NA,NA,3,1.28,Myo,8,High,0,NA,,
D9,7,NA,NA,3,0.79,Myo,8,Low,0,NA,,
D9,7,NA,NA,3,0.95,Myo,1,Low,0,NA,,
D9,7,NA,NA,3,4.75,SkMO,1,,10,NA,,
D9,7,NA,NA,3,2.12,SkMO,8,,10,NA,,
A11,8,NA,NA,4,0.77,SkMO,3,13,15,NA,,
A11,8,NA,NA,4,0.76,SkMO,3,15,20,NA,,
A11,8,NA,NA,4,0.4,SkMO,3,16,20,NA,,
A11,8,NA,NA,4,2.7,Myo,1,High,0,NA,,
A11,8,NA,NA,4,1.79,Myo,8,High,0,NA,,
A11,8,NA,NA,4,0.74,Myo,8,Low,0,NA,,
A11,8,NA,NA,4,0.52,Myo,1,Low,0,NA,,
A11,8,NA,NA,4,12.1,SkMO,1,,10,NA,,
A11,8,NA,NA,4,15.5,SkMO,8,,10,NA,,
B1,9,NA,NA,1,57.8,SkMO,3,13,15,NA,83.8,
B1,9,NA,NA,1,46.3,SkMO,3,15,20,NA,,
B1,9,NA,NA,1,34,SkMO,3,16,20,NA,,
B1,9,NA,NA,1,75.3,Myo,1,High,0,NA,94.4,
B1,9,NA,NA,1,79.6,Myo,8,High,0,NA,,
B1,9,NA,NA,1,67.3,Myo,8,Low,0,NA,83.6,
B1,9,NA,NA,1,91.3,Myo,1,Low,0,NA,96.7,
B1,9,NA,NA,1,99.5,SkMO,1,,10,NA,,
B1,9,NA,NA,1,64.3,SkMO,8,,10,NA,98.8,
B2,10,NA,NA,1,0.95,SkMO,3,13,15,NA,,
B2,10,NA,NA,1,1.56,SkMO,3,15,20,NA,,
B2,10,NA,NA,1,0.42,SkMO,3,16,20,NA,,
B2,10,NA,NA,1,0.64,Myo,1,High,0,NA,,
B2,10,NA,NA,1,1.03,Myo,8,High,0,NA,,
B2,10,NA,NA,1,0.59,Myo,8,Low,0,NA,,
B2,10,NA,NA,1,1.54,Myo,1,Low,0,NA,,
B2,10,NA,NA,1,0.81,SkMO,1,,10,NA,,
B2,10,NA,NA,1,91.7,SkMO,8,,10,NA,,
D10,11,NA,NA,3,1.01,SkMO,3,13,15,NA,,
D10,11,NA,NA,3,1.07,SkMO,3,15,20,NA,,
D10,11,NA,NA,3,0.043,SkMO,3,16,20,NA,,
D10,11,NA,NA,3,4.49,Myo,1,High,0,NA,,
D10,11,NA,NA,3,28.3,Myo,8,High,0,NA,,
D10,11,NA,NA,3,5.8,Myo,8,Low,0,NA,,
D10,11,NA,NA,3,5.49,Myo,1,Low,0,NA,,
D10,11,NA,NA,3,5.61,SkMO,1,,10,NA,,
D10,11,NA,NA,3,10,SkMO,8,,10,NA,,
B3,12,NA,NA,1,0.81,SkMO,3,13,15,NA,,
B3,12,NA,NA,1,1.08,SkMO,3,15,20,NA,,
B3,12,NA,NA,1,0.13,SkMO,3,16,20,NA,,
B3,12,NA,NA,1,0.53,Myo,1,High,0,NA,,
B3,12,NA,NA,1,0.14,Myo,8,High,0,NA,,
B3,12,NA,NA,1,0.083,Myo,8,Low,0,NA,,
B3,12,NA,NA,1,0.15,Myo,1,Low,0,NA,,
B3,12,NA,NA,1,0.075,SkMO,1,,10,NA,,
B3,12,NA,NA,1,0.022,SkMO,8,,10,NA,,
D11,13,NA,NA,3,0.86,SkMO,3,13,15,NA,,
D11,13,NA,NA,3,1.25,SkMO,3,15,20,NA,,
D11,13,NA,NA,3,0.065,SkMO,3,16,20,NA,,
D11,13,NA,NA,3,0.74,Myo,1,High,0,NA,,
D11,13,NA,NA,3,3.8,Myo,8,High,0,NA,,
D11,13,NA,NA,3,0.24,Myo,8,Low,0,NA,,
D11,13,NA,NA,3,0.35,Myo,1,Low,0,NA,,
D11,13,NA,NA,3,3.14,SkMO,1,,10,NA,,
D11,13,NA,NA,3,0.69,SkMO,8,,10,NA,,
B4,14,NA,NA,1,59,SkMO,3,13,15,NA,,
B4,14,NA,NA,1,58.8,SkMO,3,15,20,NA,,
B4,14,NA,NA,1,52.3,SkMO,3,16,20,NA,,
B4,14,NA,NA,1,99.8,Myo,1,High,0,NA,,
B4,14,NA,NA,1,100,Myo,8,High,0,NA,,
B4,14,NA,NA,1,100,Myo,8,Low,0,NA,,
B4,14,NA,NA,1,100,Myo,1,Low,0,NA,,
B4,14,NA,NA,1,92,SkMO,1,,10,NA,,
B4,14,NA,NA,1,52.6,SkMO,8,,10,NA,99.3,
B5,15,NA,NA,1,0.75,SkMO,3,13,15,NA,,
B5,15,NA,NA,1,1.39,SkMO,3,15,20,NA,,
B5,15,NA,NA,1,0.099,SkMO,3,16,20,NA,,
B5,15,NA,NA,1,0.012,Myo,1,High,0,NA,,
B5,15,NA,NA,1,6.23,Myo,8,High,0,NA,,
B5,15,NA,NA,1,1,Myo,8,Low,0,NA,,
B5,15,NA,NA,1,1.17,Myo,1,Low,0,NA,,
B5,15,NA,NA,1,3.52,SkMO,1,,10,NA,,
B5,15,NA,NA,1,10.5,SkMO,8,,10,NA,,
B6,16,NA,NA,1,15.4,SkMO,3,13,15,NA,93.6,
B6,16,NA,NA,1,6.84,SkMO,3,15,20,NA,,
B6,16,NA,NA,1,6.55,SkMO,3,16,20,NA,,
B6,16,NA,NA,1,0.2,Myo,1,High,0,NA,,
B6,16,NA,NA,1,2.88,Myo,8,High,0,NA,98.7,
B6,16,NA,NA,1,1.31,Myo,8,Low,0,NA,96.5,
B6,16,NA,NA,1,4.35,Myo,1,Low,0,NA,99.2,
B6,16,NA,NA,1,96,SkMO,1,,10,NA,,Shift to match gates from other samples
B6,17,NA,NA,1,4.53,SkMO,8,,10,NA,96.3,
B7,17,NA,NA,1,16.9,SkMO,3,13,15,NA,,
B7,17,NA,NA,1,10,SkMO,3,15,20,NA,,
B7,17,NA,NA,1,17.6,SkMO,3,16,20,NA,,
B7,17,NA,NA,1,10.5,Myo,1,High,0,NA,31.1,
B7,17,NA,NA,1,10.4,Myo,8,High,0,NA,35.6,
B7,17,NA,NA,1,2.93,Myo,8,Low,0,NA,13.4,
B7,17,NA,NA,1,4.34,Myo,1,Low,0,NA,35,
B7,17,NA,NA,1,4.8,SkMO,1,,10,NA,51.9,
B7,17,NA,NA,1,6.73,SkMO,8,,10,NA,64.9,
B8,18,NA,NA,1,1.98,SkMO,3,13,15,NA,,
B8,18,NA,NA,1,1.7,SkMO,3,15,20,NA,,
B8,18,NA,NA,1,0.16,SkMO,3,16,20,NA,,
B8,18,NA,NA,1,97.6,Myo,1,High,0,NA,,
B8,18,NA,NA,1,35.3,Myo,8,High,0,NA,98,
B8,18,NA,NA,1,98.6,Myo,8,Low,0,NA,,
B8,18,NA,NA,1,98.6,Myo,1,Low,0,NA,,
B8,18,NA,NA,1,16.5,SkMO,1,,10,NA,,
B8,18,NA,NA,1,14.6,SkMO,8,,10,NA,35.8,
B9,19,NA,NA,1,12.1,SkMO,3,13,15,NA,,
B9,19,NA,NA,1,2.7,SkMO,3,15,20,NA,,
B10,19,NA,NA,1,0.54,SkMO,3,16,20,NA,,
B9,19,NA,NA,1,21.6,Myo,1,High,0,NA,75.4,
B9,19,NA,NA,1,25.3,Myo,8,High,0,NA,,
B9,19,NA,NA,1,38.5,Myo,8,Low,0,NA,,
B9,19,NA,NA,1,80.2,Myo,1,Low,0,NA,,
B9,19,NA,NA,1,6.9,SkMO,1,,10,NA,30.3,
B9,19,NA,NA,1,4.84,SkMO,8,,10,NA,13.9,
B10,20,NA,NA,1,20.7,SkMO,3,13,15,NA,,
B10,20,NA,NA,1,2.8,SkMO,3,15,20,NA,,
B10,20,NA,NA,1,0.54,SkMO,3,16,20,NA,,
B10,20,NA,NA,1,99.9,Myo,1,High,0,NA,,
B10,20,NA,NA,1,99.8,Myo,8,High,0,NA,,
B10,20,NA,NA,1,99.7,Myo,8,Low,0,NA,,
B10,20,NA,NA,1,99.9,Myo,1,Low,0,NA,,
B10,20,NA,NA,1,95.8,SkMO,1,,10,NA,,
B10,20,NA,NA,1,49.6,SkMO,8,,10,NA,85.1,
B11,21,NA,NA,1,1.02,SkMO,3,13,15,NA,,
B11,21,NA,NA,1,1.21,SkMO,3,15,20,NA,,
B11,21,NA,NA,1,0.13,SkMO,3,16,20,NA,,
B11,21,NA,NA,1,0.25,Myo,1,High,0,NA,,
B11,21,NA,NA,1,0.57,Myo,8,High,0,NA,,
B11,21,NA,NA,1,0.16,Myo,8,Low,0,NA,,
B11,21,NA,NA,1,0.62,Myo,1,Low,0,NA,,
B11,21,NA,NA,1,0.67,SkMO,1,,10,NA,,
B11,21,NA,NA,1,0.4,SkMO,8,,10,NA,,
E10,22,NA,NA,4,5.07,SkMO,3,13,15,NA,,
E10,22,NA,NA,4,0.38,SkMO,3,15,20,NA,,
E10,22,NA,NA,4,1.7,SkMO,3,16,20,NA,,
E10,22,NA,NA,4,2.04,Myo,1,High,0,NA,,
E10,22,NA,NA,4,1.93,Myo,8,High,0,NA,,
E10,22,NA,NA,4,1.38,Myo,8,Low,0,NA,,
E10,22,NA,NA,4,1.76,Myo,1,Low,0,NA,,
E10,22,NA,NA,4,1.13,SkMO,1,,10,NA,,
E10,22,NA,NA,4,3.85,SkMO,8,,10,NA,,
B12,23,NA,NA,1,0.75,SkMO,3,13,15,NA,,
B12,23,NA,NA,1,2.71,SkMO,3,15,20,NA,,
B12,23,NA,NA,1,1.48,SkMO,3,16,20,NA,,
B12,23,NA,NA,1,0.47,Myo,1,High,0,NA,,
B12,23,NA,NA,1,0.53,Myo,8,High,0,NA,,
B12,23,NA,NA,1,0.39,Myo,8,Low,0,NA,,
B12,23,NA,NA,1,0.75,Myo,1,Low,0,NA,,
B12,23,NA,NA,1,2.17,SkMO,1,,10,NA,,
B12,23,NA,NA,1,1.69,SkMO,8,,10,NA,,
D4,24,NA,NA,3,0.77,SkMO,3,13,15,NA,,
D4,24,NA,NA,3,1.02,SkMO,3,15,20,NA,,
D4,24,NA,NA,3,0,SkMO,3,16,20,NA,,
D4,24,NA,NA,3,0.3,Myo,1,High,0,NA,,
D4,24,NA,NA,3,10.7,Myo,8,High,0,NA,,
D4,24,NA,NA,3,2.92,Myo,8,Low,0,NA,,
D4,24,NA,NA,3,0.69,Myo,1,Low,0,NA,,
D4,24,NA,NA,3,0.84,SkMO,1,,10,NA,,
D4,24,NA,NA,3,0.87,SkMO,8,,10,NA,,
C1,25,NA,NA,1,3.42,SkMO,3,13,15,NA,,
C1,25,NA,NA,1,2.57,SkMO,3,15,20,NA,,
C1,25,NA,NA,1,0.3,SkMO,3,16,20,NA,,
C1,25,NA,NA,1,79.3,Myo,1,High,0,NA,92.1,
C1,25,NA,NA,1,65.2,Myo,8,High,0,NA,91,
C1,25,NA,NA,1,83.7,Myo,8,Low,0,NA,,
C1,25,NA,NA,1,85.8,Myo,1,Low,0,NA,,
C1,25,NA,NA,1,68.5,SkMO,1,,10,NA,,Biomarker
C1,25,NA,NA,1,36.2,SkMO,8,,10,NA,69.1,
C2,26,NA,NA,1,0.67,SkMO,3,13,15,NA,,
C2,26,NA,NA,1,1.57,SkMO,3,15,20,NA,,
C2,26,NA,NA,1,0.16,SkMO,3,16,20,NA,,
C2,26,NA,NA,1,0.2,Myo,1,High,0,NA,,
C2,26,NA,NA,1,0.26,Myo,8,High,0,NA,,
C2,26,NA,NA,1,0.11,Myo,8,Low,0,NA,,
C2,26,NA,NA,1,0.16,Myo,1,Low,0,NA,,
C2,26,NA,NA,1,0.086,SkMO,1,,10,NA,,
C2,26,NA,NA,1,0.021,SkMO,8,,10,NA,,
A2,27,NA,NA,2,0.75,SkMO,3,13,15,NA,,
A2,27,NA,NA,2,1.15,SkMO,3,15,20,NA,,
A2,27,NA,NA,2,0.053,SkMO,3,16,20,NA,,
A2,27,NA,NA,2,0.26,Myo,1,High,0,NA,,
A2,27,NA,NA,2,0.18,Myo,8,High,0,NA,,
A2,27,NA,NA,2,0.37,Myo,8,Low,0,NA,,
A2,27,NA,NA,2,0.053,Myo,1,Low,0,NA,,
A2,27,NA,NA,2,0.34,SkMO,1,,10,NA,,
A2,27,NA,NA,2,0.78,SkMO,8,,10,NA,,
A12,28,NA,NA,4,0.5,SkMO,3,13,15,NA,,
A12,28,NA,NA,4,0.85,SkMO,3,15,20,NA,,
A12,28,NA,NA,4,0.3,SkMO,3,16,20,NA,,
A12,28,NA,NA,4,0.72,Myo,1,High,0,NA,,
A12,28,NA,NA,4,0.15,Myo,8,High,0,NA,,
A12,28,NA,NA,4,0.13,Myo,8,Low,0,NA,,
A12,28,NA,NA,4,0.14,Myo,1,Low,0,NA,,
A12,28,NA,NA,4,1.4,SkMO,1,,10,NA,,
A12,28,NA,NA,4,3.83,SkMO,8,,10,NA,,
F2,29,NA,NA,4,8.13,SkMO,3,13,15,NA,,
F2,29,NA,NA,4,0.67,SkMO,3,15,20,NA,,
F2,29,NA,NA,4,0.38,SkMO,3,16,20,NA,,
F2,29,NA,NA,4,28.8,Myo,1,High,0,NA,,
F2,29,NA,NA,4,18.2,Myo,8,High,0,NA,,
F2,29,NA,NA,4,13.2,Myo,8,Low,0,NA,,
F2,29,NA,NA,4,32.5,Myo,1,Low,0,NA,,
F2,29,NA,NA,4,0.61,SkMO,1,,10,NA,,
F2,29,NA,NA,4,3.61,SkMO,8,,10,NA,,
C3,30,NA,NA,1,0.76,SkMO,3,13,15,NA,,
C3,30,NA,NA,1,1.3,SkMO,3,15,20,NA,,
C3,30,NA,NA,1,0.098,SkMO,3,16,20,NA,,
C3,30,NA,NA,1,0.12,Myo,1,High,0,NA,,
C3,30,NA,NA,1,0.17,Myo,8,High,0,NA,,
C3,30,NA,NA,1,0.01,Myo,8,Low,0,NA,,
C3,30,NA,NA,1,0.051,Myo,1,Low,0,NA,,
C3,30,NA,NA,1,0.097,SkMO,1,,10,NA,,
C3,30,NA,NA,1,0.011,SkMO,8,,10,NA,,
C4,31,NA,NA,1,0.76,SkMO,3,13,15,NA,,
C4,31,NA,NA,1,1.51,SkMO,3,15,20,NA,,
C4,31,NA,NA,1,0.098,SkMO,3,16,20,NA,,
C4,31,NA,NA,1,0.12,Myo,1,High,0,NA,,
C4,31,NA,NA,1,0.096,Myo,8,High,0,NA,,
C4,31,NA,NA,1,0.062,Myo,8,Low,0,NA,,
C4,31,NA,NA,1,0.21,Myo,1,Low,0,NA,,
C4,31,NA,NA,1,0.076,SkMO,1,,10,NA,,
C4,31,NA,NA,1,0.033,SkMO,8,,10,NA,,
D12,32,NA,NA,3,1.14,SkMO,3,13,15,NA,,
C4,32,NA,NA,3,0.95,SkMO,3,15,20,NA,,
D12,32,NA,NA,3,0.011,SkMO,3,16,20,NA,,
D12,32,NA,NA,3,0.15,Myo,1,High,0,NA,,
D12,32,NA,NA,3,2.15,Myo,8,High,0,NA,,
D12,32,NA,NA,3,1.19,Myo,8,Low,0,NA,,
D12,32,NA,NA,3,0.7,Myo,1,Low,0,NA,,
D12,32,NA,NA,3,4.73,SkMO,1,,10,NA,,
D12,32,NA,NA,3,0.95,SkMO,8,,10,NA,,
C5,33,NA,NA,1,1.4,SkMO,3,13,15,NA,,
D12,33,NA,NA,1,1.51,SkMO,3,15,20,NA,,
C5,33,NA,NA,1,0.2,SkMO,3,16,20,NA,,
C5,33,NA,NA,1,0.41,Myo,1,High,0,NA,,
C5,33,NA,NA,1,0.7,Myo,8,High,0,NA,,
C5,33,NA,NA,1,0.073,Myo,8,Low,0,NA,,
C5,33,NA,NA,1,0.7,Myo,1,Low,0,NA,,
C5,33,NA,NA,1,88.6,SkMO,1,,10,NA,,
C5,33,NA,NA,1,0.088,SkMO,8,,10,NA,,
C6,34,NA,NA,1,0.86,SkMO,3,13,15,NA,,
C5,34,NA,NA,1,1.44,SkMO,3,15,20,NA,,
C6,34,NA,NA,1,0.26,SkMO,3,16,20,NA,,
C6,34,NA,NA,1,0.81,Myo,1,High,0,NA,,
C6,34,NA,NA,1,2.26,Myo,8,High,0,NA,,
C6,34,NA,NA,1,0.1,Myo,8,Low,0,NA,,
C6,34,NA,NA,1,0.64,Myo,1,Low,0,NA,,
C6,34,NA,NA,1,0.13,SkMO,1,,10,NA,,
C6,34,NA,NA,1,0.16,SkMO,8,,10,NA,,
B1,35,NA,NA,4,0.48,SkMO,3,13,15,NA,,
C6,35,NA,NA,4,0.74,SkMO,3,15,20,NA,,
B1,35,NA,NA,4,0.32,SkMO,3,16,20,NA,,
B1,35,NA,NA,4,2.09,Myo,1,High,0,NA,,
B1,35,NA,NA,4,1.55,Myo,8,High,0,NA,,
B1,35,NA,NA,4,0.64,Myo,8,Low,0,NA,,
B1,35,NA,NA,4,5.98,Myo,1,Low,0,NA,,
B1,35,NA,NA,4,1.39,SkMO,1,,10,NA,,
B1,35,NA,NA,4,3.85,SkMO,8,,10,NA,,
C7,36,NA,NA,1,62.9,SkMO,3,13,15,NA,94.3,
B1,36,NA,NA,1,92.7,SkMO,3,15,20,NA,,
C7,36,NA,NA,1,94.2,SkMO,3,16,20,NA,,
C7,36,NA,NA,1,99.9,Myo,1,High,0,NA,,
C7,36,NA,NA,1,100,Myo,8,High,0,NA,,
C7,36,NA,NA,1,100,Myo,8,Low,0,NA,,
C7,36,NA,NA,1,100,Myo,1,Low,0,NA,,
C7,36,NA,NA,1,99.9,SkMO,1,,10,NA,,
C7,36,NA,NA,1,99.9,SkMO,8,,10,NA,,
E1,37,NA,NA,3,1.07,SkMO,3,13,15,NA,,
E1,37,NA,NA,3,1.2,SkMO,3,15,20,NA,,
E1,37,NA,NA,3,0.035,SkMO,3,16,20,NA,,
E1,37,NA,NA,3,86.7,Myo,1,High,0,NA,,
E1,37,NA,NA,3,34.9,Myo,8,High,0,NA,94.7,
E1,37,NA,NA,3,20.6,Myo,8,Low,0,NA,89.8,
E1,37,NA,NA,3,80.8,Myo,1,Low,0,NA,,
E1,37,NA,NA,3,17.7,SkMO,1,,10,NA,60.2,
E1,37,NA,NA,3,16.1,SkMO,8,,10,NA,26.5,
C8,38,NA,NA,1,0.92,SkMO,3,13,15,NA,,
C8,38,NA,NA,1,1.49,SkMO,3,15,20,NA,,
C8,38,NA,NA,1,0.21,SkMO,3,16,20,NA,,
C8,38,NA,NA,1,2.18,Myo,1,High,0,NA,,
C8,38,NA,NA,1,13.7,Myo,8,High,0,NA,,
C8,38,NA,NA,1,0.072,Myo,8,Low,0,NA,,
C8,38,NA,NA,1,0.17,Myo,1,Low,0,NA,,
C8,38,NA,NA,1,0.42,SkMO,1,,10,NA,,
C8,38,NA,NA,1,0.14,SkMO,8,,10,NA,,
G3,39,NA,NA,4,12.6,SkMO,3,13,15,NA,,
G3,39,NA,NA,4,0.3,SkMO,3,15,20,NA,,
G3,39,NA,NA,4,0.74,SkMO,3,16,20,NA,,
G3,39,NA,NA,4,3.01,Myo,1,High,0,NA,,
G3,39,NA,NA,4,4.55,Myo,8,High,0,NA,,
G3,39,NA,NA,4,5.92,Myo,8,Low,0,NA,,
G3,39,NA,NA,4,3.23,Myo,1,Low,0,NA,,
G3,39,NA,NA,4,2.04,SkMO,1,,10,NA,,
G3,39,NA,NA,4,18.4,SkMO,8,,10,NA,48.1,
D5,40,NA,NA,3,0.62,SkMO,3,13,15,NA,,
D5,40,NA,NA,3,1.11,SkMO,3,15,20,NA,,
D5,40,NA,NA,3,0.044,SkMO,3,16,20,NA,,
D5,40,NA,NA,3,0.18,Myo,1,High,0,NA,,
D5,40,NA,NA,3,0.079,Myo,8,High,0,NA,,
D5,40,NA,NA,3,0.022,Myo,8,Low,0,NA,,
D5,40,NA,NA,3,0.065,Myo,1,Low,0,NA,,
D5,40,NA,NA,3,3.41,SkMO,1,,10,NA,,
D5,40,NA,NA,3,0.28,SkMO,8,,10,NA,,
C9,41,NA,NA,1,0.99,SkMO,3,13,15,NA,,
C9,41,NA,NA,1,2.12,SkMO,3,15,20,NA,,
C9,41,NA,NA,1,0.24,SkMO,3,16,20,NA,,
C9,41,NA,NA,1,0.5,Myo,1,High,0,NA,,
C9,41,NA,NA,1,0.32,Myo,8,High,0,NA,,
C9,41,NA,NA,1,0.073,Myo,8,Low,0,NA,,
C9,41,NA,NA,1,0.54,Myo,1,Low,0,NA,,
C9,41,NA,NA,1,0.29,SkMO,1,,10,NA,,
C9,41,NA,NA,1,0.77,SkMO,8,,10,NA,,
C10,42,NA,NA,1,0.89,SkMO,3,13,15,NA,,
C10,42,NA,NA,1,1.25,SkMO,3,15,20,NA,,
C10,42,NA,NA,1,0.13,SkMO,3,16,20,NA,,
C10,42,NA,NA,1,0.37,Myo,1,High,0,NA,,
C10,42,NA,NA,1,0.24,Myo,8,High,0,NA,,
C10,42,NA,NA,1,0.052,Myo,8,Low,0,NA,,
C10,42,NA,NA,1,0.49,Myo,1,Low,0,NA,,
C10,42,NA,NA,1,0.5,SkMO,1,,10,NA,,
C10,42,NA,NA,1,0.022,SkMO,8,,10,NA,,
C11,43,NA,NA,1,1.8,SkMO,3,13,15,NA,,
C11,43,NA,NA,1,1.03,SkMO,3,15,20,NA,,
C11,43,NA,NA,1,0.11,SkMO,3,16,20,NA,,
C11,43,NA,NA,1,0.41,Myo,1,High,0,NA,,
C11,43,NA,NA,1,0.31,Myo,8,High,0,NA,,
C11,43,NA,NA,1,0.19,Myo,8,Low,0,NA,,
C11,43,NA,NA,1,0.36,Myo,1,Low,0,NA,,
C11,43,NA,NA,1,0.59,SkMO,1,,10,NA,,
C11,43,NA,NA,1,0.53,SkMO,8,,10,NA,,
C12,44,NA,NA,1,2.85,SkMO,3,13,15,NA,,
C12,44,NA,NA,1,1.8,SkMO,3,15,20,NA,,
C12,44,NA,NA,1,0.94,SkMO,3,16,20,NA,,
C12,44,NA,NA,1,0.96,Myo,1,High,0,NA,,
C12,44,NA,NA,1,0.89,Myo,8,High,0,NA,,
C12,44,NA,NA,1,0.53,Myo,8,Low,0,NA,,
C12,44,NA,NA,1,1.34,Myo,1,Low,0,NA,,
C12,44,NA,NA,1,1.7,SkMO,1,,10,NA,,
C12,44,NA,NA,1,1.38,SkMO,8,,10,NA,,
D1,45,NA,NA,1,3.18,SkMO,3,13,15,NA,,
D12,45,NA,NA,1,1.47,SkMO,3,15,20,NA,,
D1,45,NA,NA,1,0.23,SkMO,3,16,20,NA,,
