Well,Target,Clone,Isotype,Plate,pct_pop,Type,Line,Passage,Day,File Name,preadjusted value,Comments
C5,354,NA,NA,3,0.25,Myo,8,High,0,NA,,
C5,354,NA,NA,3,0.19,Myo,8,Low,0,NA,,
C5,354,NA,NA,3,0.22,Myo,1,Low,0,NA,,
C5,354,NA,NA,3,8.72,SkMO,1,,10,NA,,
C5,354,NA,NA,3,0.51,SkMO,8,,10,NA,,
C6,355,NA,NA,3,1.03,SkMO,3,13,15,NA,,
C6,355,NA,NA,3,1.34,SkMO,3,15,20,NA,,
C6,355,NA,NA,3,0.099,SkMO,3,16,20,NA,,
C6,355,NA,NA,3,0.73,Myo,1,High,0,NA,,
C6,355,NA,NA,3,0.37,Myo,8,High,0,NA,,
C6,355,NA,NA,3,0.33,Myo,8,Low,0,NA,,
C6,355,NA,NA,3,0.31,Myo,1,Low,0,NA,,
C6,355,NA,NA,3,2.83,SkMO,1,,10,NA,,
C6,355,NA,NA,3,1.3,SkMO,8,,10,NA,,
C7,356,NA,NA,3,1.84,SkMO,3,13,15,NA,,
C7,356,NA,NA,3,1.21,SkMO,3,15,20,NA,,
C7,356,NA,NA,3,0.16,SkMO,3,16,20,NA,,
C7,356,NA,NA,3,0.21,Myo,1,High,0,NA,,
C7,356,NA,NA,3,5.24,Myo,8,High,0,NA,,
C7,356,NA,NA,3,0.17,Myo,8,Low,0,NA,,
C7,356,NA,NA,3,0.12,Myo,1,Low,0,NA,,
C7,356,NA,NA,3,30.2,SkMO,1,,10,NA,55,
C7,356,NA,NA,3,2.62,SkMO,8,,10,NA,,
E6,357,NA,NA,3,1.98,SkMO,3,13,15,NA,,
EG,357,NA,NA,3,1.75,SkMO,3,15,20,NA,,
EG,357,NA,NA,3,0.076,SkMO,3,16,20,NA,,
E6,357,NA,NA,3,8.13,Myo,1,High,0,NA,,
E6,357,NA,NA,3,5.14,Myo,8,High,0,NA,,
E6,357,NA,NA,3,3.11,Myo,8,Low,0,NA,,
E6,357,NA,NA,3,3.08,Myo,1,Low,0,NA,,
E6,357,NA,NA,3,3.03,SkMO,1,,10,NA,,
E6,357,NA,NA,3,7.09,SkMO,8,,10,NA,,
A11,358,NA,NA,3,28.7,SkMO,3,13,15,NA,,
A11,358,NA,NA,3,11.4,SkMO,3,15,20,NA,,
A11,358,NA,NA,3,3.47,SkMO,3,16,20,NA,,
A11,358,NA,NA,3,38.8,Myo,1,High,0,NA,,
A11,358,NA,NA,3,55.4,Myo,8,High,0,NA,,
A11,358,NA,NA,3,42.1,Myo,8,Low,0,NA,,
A11,358,NA,NA,3,21.4,Myo,1,Low,0,NA,,
A11,358,NA,NA,3,58.2,SkMO,1,,10,NA,85.1,
A11,358,NA,NA,3,60.2,SkMO,8,,10,NA,,
E8,359,NA,NA,4,0.49,SkMO,3,13,15,NA,,
E8,359,NA,NA,4,0.24,SkMO,3,15,20,NA,,
E8,359,NA,NA,4,0.13,SkMO,3,16,20,NA,,
E8,359,NA,NA,4,0.1,Myo,1,High,0,NA,,
E8,359,NA,NA,4,0.13,Myo,8,High,0,NA,,
E8,359,NA,NA,4,0.022,Myo,8,Low,0,NA,,
E8,359,NA,NA,4,0.034,Myo,1,Low,0,NA,,
E8,359,NA,NA,4,0.38,SkMO,1,,10,NA,,
E8,359,NA,NA,4,0.092,SkMO,8,,10,NA,,
C8,360,NA,NA,3,46.7,SkMO,3,13,15,NA,53.9,
C8,360,NA,NA,3,2.32,SkMO,3,15,20,NA,,
C8,360,NA,NA,3,4.2,SkMO,3,16,20,NA,,
C8,360,NA,NA,3,51.4,Myo,1,High,0,NA,61.2,
C8,360,NA,NA,3,79.6,Myo,8,High,0,NA,86.5,
C8,360,NA,NA,3,69.5,Myo,8,Low,0,NA,,
C8,360,NA,NA,3,43.7,Myo,1,Low,0,NA,,
C8,360,NA,NA,3,76.8,SkMO,1,,10,NA,95.1,
C8,360,NA,NA,3,50.9,SkMO,8,,10,NA,88.3,
C9,361,NA,NA,3,42.2,SkMO,3,13,15,NA,,
C9,361,NA,NA,3,8.57,SkMO,3,15,20,NA,,
C9,361,NA,NA,3,3.74,SkMO,3,16,20,NA,,
C9,361,NA,NA,3,45.9,Myo,1,High,0,NA,,
C9,361,NA,NA,3,72.2,Myo,8,High,0,NA,,
C9,361,NA,NA,3,54.7,Myo,8,Low,0,NA,,
C9,361,NA,NA,3,29.3,Myo,1,Low,0,NA,,
C9,361,NA,NA,3,70.7,SkMO,1,,10,NA,90.6,
C9,361,NA,NA,3,55,SkMO,8,,10,NA,78.8,
C10,362,NA,NA,3,0.72,SkMO,3,13,15,NA,,
C10,362,NA,NA,3,1.12,SkMO,3,15,20,NA,,
C10,362,NA,NA,3,0.065,SkMO,3,16,20,NA,,
C10,362,NA,NA,3,0.27,Myo,1,High,0,NA,,
C10,362,NA,NA,3,0.13,Myo,8,High,0,NA,,
C10,362,NA,NA,3,0.64,Myo,8,Low,0,NA,,
C10,362,NA,NA,3,0.13,Myo,1,Low,0,NA,,
C10,362,NA,NA,3,1.48,SkMO,1,,10,NA,,
C10,362,NA,NA,3,0.35,SkMO,8,,10,NA,,
C11,363,NA,NA,3,0.68,SkMO,3,13,15,NA,,
C11,363,NA,NA,3,1.16,SkMO,3,15,20,NA,,
C11,363,NA,NA,3,0.2,SkMO,3,16,20,NA,,
C11,363,NA,NA,3,0.43,Myo,1,High,0,NA,,
C11,363,NA,NA,3,0.28,Myo,8,High,0,NA,,
C11,363,NA,NA,3,0.22,Myo,8,Low,0,NA,,
C11,363,NA,NA,3,0.2,Myo,1,Low,0,NA,,
C11,363,NA,NA,3,1.36,SkMO,1,,10,NA,,
C11,363,NA,NA,3,1.42,SkMO,8,,10,NA,,
F11,364,NA,NA,4,1.04,SkMO,3,13,15,NA,,
F11,364,NA,NA,4,0.55,SkMO,3,15,20,NA,,
F11,364,NA,NA,4,1.56,SkMO,3,16,20,NA,,
F11,364,NA,NA,4,0.39,Myo,1,High,0,NA,,
F11,364,NA,NA,4,0.25,Myo,8,High,0,NA,,
F11,364,NA,NA,4,0.43,Myo,8,Low,0,NA,,
F11,364,NA,NA,4,0.23,Myo,1,Low,0,NA,,
F11,364,NA,NA,4,0.65,SkMO,1,,10,NA,,
F11,364,NA,NA,4,1.42,SkMO,8,,10,NA,,
C3,365,NA,NA,3,0.83,SkMO,3,13,15,NA,,
C3,365,NA,NA,3,1.25,SkMO,3,15,20,NA,,
C3,365,NA,NA,3,0.11,SkMO,3,16,20,NA,,
C3,365,NA,NA,3,0.54,Myo,1,High,0,NA,,
C3,365,NA,NA,3,0.3,Myo,8,High,0,NA,,
C3,365,NA,NA,3,0.72,Myo,8,Low,0,NA,,
C3,365,NA,NA,3,0.26,Myo,1,Low,0,NA,,
C3,365,NA,NA,3,1.82,SkMO,1,,10,NA,,
C3,365,NA,NA,3,1,SkMO,8,,10,NA,,
A10,366,NA,NA,1,81.9,SkMO,3,13,15,NA,,
A10,366,NA,NA,1,10,SkMO,3,15,20,NA,,
A10,366,NA,NA,1,3.04,SkMO,3,16,20,NA,,
A10,366,NA,NA,1,87.8,Myo,1,High,0,NA,98.2,
A10,366,NA,NA,1,63.6,Myo,8,High,0,NA,99.1,
A10,366,NA,NA,1,99,Myo,8,Low,0,NA,,
A10,366,NA,NA,1,99.9,Myo,1,Low,0,NA,,
A10,366,NA,NA,1,99.8,SkMO,1,,10,NA,,
A10,366,NA,NA,1,99.8,SkMO,8,,10,NA,,
